event_date,source,medium,campaign,user_sessions_count,visit_to_cart,visit_to_checkout,visit_to_purchase,visit_to_cart_rate,visit_to_checkout_rate,visit_to_purchase_rate
2021-01-27,<Other>,organic,(organic),130,7,5,1,0.053846153846153849,0.038461538461538464,0.0076923076923076927
2021-01-27,<Other>,referral,(referral),411,19,10,6,0.046228710462287104,0.024330900243309004,0.014598540145985401
2021-01-27,google,cpc,<Other>,178,6,2,1,0.033707865168539325,0.011235955056179775,0.0056179775280898875
2021-01-27,google,organic,(organic),1357,49,18,6,0.036109064112011792,0.013264554163596167,0.0044215180545320561
2021-01-27,shop.googlemerchandisestore.com,referral,(referral),340,19,13,5,0.055882352941176473,0.038235294117647062,0.014705882352941176
2021-01-28,(data deleted),(data deleted),(data deleted),247,27,14,12,0.10931174089068826,0.056680161943319839,0.048582995951417005
2021-01-28,(data deleted),(data deleted),<Other>,2,0,0,0,0.0,0.0,0.0
2021-01-28,(direct),(none),(direct),988,39,20,13,0.039473684210526314,0.020242914979757085,0.013157894736842105
2021-01-28,<Other>,(data deleted),(data deleted),3,0,0,0,0.0,0.0,0.0
2021-01-28,<Other>,<Other>,<Other>,592,24,7,5,0.040540540540540543,0.011824324324324325,0.0084459459459459464
2021-01-28,<Other>,organic,(organic),117,4,1,1,0.034188034188034191,0.0085470085470085479,0.0085470085470085479
2021-01-28,<Other>,referral,(referral),395,18,9,5,0.045569620253164557,0.022784810126582278,0.012658227848101266
2021-01-28,google,cpc,<Other>,167,9,6,1,0.053892215568862277,0.035928143712574849,0.0059880239520958087
2021-01-28,google,organic,(organic),1209,31,18,10,0.02564102564102564,0.01488833746898263,0.008271298593879239
2021-01-28,shop.googlemerchandisestore.com,referral,(referral),336,19,9,6,0.056547619047619048,0.026785714285714284,0.017857142857142856
2021-01-29,(data deleted),(data deleted),(data deleted),225,18,11,6,0.08,0.048888888888888891,0.026666666666666668
2021-01-29,(data deleted),(data deleted),<Other>,4,0,0,0,0.0,0.0,0.0
2021-01-29,(direct),(none),(direct),880,41,28,16,0.046590909090909093,0.031818181818181815,0.018181818181818181
2021-01-29,<Other>,(data deleted),(data deleted),2,0,0,0,0.0,0.0,0.0
2021-01-29,<Other>,<Other>,<Other>,537,19,9,3,0.035381750465549346,0.016759776536312849,0.00558659217877095
2021-01-29,<Other>,organic,(organic),123,7,1,0,0.056910569105691054,0.008130081300813009,0.0
2021-01-29,<Other>,referral,(referral),348,12,10,8,0.034482758620689655,0.028735632183908046,0.022988505747126436
2021-01-29,google,cpc,<Other>,156,10,4,1,0.0641025641025641,0.02564102564102564,0.00641025641025641
2021-01-29,google,organic,(organic),1181,35,18,11,0.029635901778154106,0.015241320914479255,0.0093141405588484331
2021-01-29,shop.googlemerchandisestore.com,referral,(referral),285,17,10,8,0.059649122807017542,0.035087719298245612,0.028070175438596492
2021-01-30,(data deleted),(data deleted),(data deleted),153,9,8,4,0.058823529411764705,0.052287581699346407,0.026143790849673203
2021-01-30,(direct),(none),(direct),664,29,13,8,0.043674698795180725,0.019578313253012049,0.012048192771084338
2021-01-30,<Other>,(data deleted),(data deleted),2,0,0,0,0.0,0.0,0.0
2021-01-30,<Other>,<Other>,<Other>,413,12,5,1,0.029055690072639227,0.012106537530266344,0.0024213075060532689
2021-01-30,<Other>,organic,(organic),94,2,0,0,0.021276595744680851,0.0,0.0
2021-01-30,<Other>,referral,(referral),276,8,2,2,0.028985507246376812,0.007246376811594203,0.007246376811594203
2021-01-30,google,cpc,<Other>,129,4,0,0,0.031007751937984496,0.0,0.0
2021-01-30,google,organic,(organic),863,29,16,6,0.033603707995365009,0.018539976825028968,0.0069524913093858632
2021-01-30,shop.googlemerchandisestore.com,referral,(referral),213,11,6,4,0.051643192488262914,0.028169014084507043,0.018779342723004695
2021-01-31,(data deleted),(data deleted),(data deleted),137,8,3,2,0.058394160583941604,0.021897810218978103,0.014598540145985401
2021-01-31,(data deleted),(data deleted),<Other>,5,1,1,0,0.2,0.2,0.0
2021-01-31,(direct),(none),(direct),631,30,14,7,0.047543581616481777,0.022187004754358162,0.011093502377179081
2021-01-31,<Other>,(data deleted),(data deleted),3,0,0,0,0.0,0.0,0.0
2021-01-31,<Other>,<Other>,<Other>,404,17,10,4,0.042079207920792082,0.024752475247524754,0.0099009900990099011
2021-01-31,<Other>,organic,(organic),67,1,1,0,0.014925373134328358,0.014925373134328358,0.0
2021-01-31,<Other>,referral,(referral),256,4,4,0,0.015625,0.015625,0.0
2021-01-31,google,cpc,<Other>,152,0,0,0,0.0,0.0,0.0
2021-01-31,google,organic,(organic),888,31,15,4,0.034909909909909907,0.016891891891891893,0.0045045045045045045
2021-01-31,shop.googlemerchandisestore.com,referral,(referral),215,8,6,1,0.037209302325581395,0.027906976744186046,0.0046511627906976744
